rows,System: System Name,Environment,Role,Fixed Asset: Fixed Asset  Name,Install Date,Service Start Date,Service End Date,Notes,OS Type,OS Version,Parent System,
1,att-1A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
2,att-1B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
3,att-1B-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
4,att-3B-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
5,att-3A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
6,att-3B-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
7,att-3B-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
8,att-3A-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
9,att-3A-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
10,att-3A-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
11,att-1A-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
12,att-3B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
13,att-3A-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
14,att-1B-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
15,att-1A-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
16,att-3B-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
17,rw-150-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
18,rw-152-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
19,rw-157-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
20,rw-150-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
21,rw-150-M1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
22,rw-152-K2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
1633,pubweb24-ri2,ri2,pubweb,A1-19357,9/16/2011,,,,,,,
1634,pdu-dc01-207-1/a,ri2,,pcan0000580,,,,,,,,
1635,pdu-dc01-207-2/b,ri2,,acbb0000418,,,,,,,,
1636,bounce02-ri2,ri2,bounce,A1-23599,9/6/2011,,,was on P1238100118,,,,
1637,pdu-dc01-201-1/b,ri2,,acbb000050,,,,,,,,
1638,pdu-dc01-201-2/a,ri2,,acan0000187,,,,,,,,
1639,pdu-dc01-201-2/b,ri2,,acbb000042,,,,,,,,
1640,eventcapture06-ri2,ri2,eventcapture,A1-15616,,,,,,,,
1641,eventcapture10-ri2,ri2,eventcapture,A1-17554,9/16/2011,,,was on A1-19352,,,,
1642,reporting01-ri2,ri2,reporting,A1-16288,,,,,,,,
1643,spam01-ri2,ri2,spam,P1236110010,,,,,,,,
1644,admin01-ri2,ri2,admin,A1-26939,,,,was on P1237060395,,,,
1645,tools01-ri2,ri2,tools,P1238100093,,,,,,,,
1646,eventcapture01-ri2,ri2,eventcapture,P1239020056,,,,,,,,
1647,launch47-ri2,ri2,launch,A1-19317,9/16/2011,,,,,,,
1648,ui01-ri2,ri2,ui,A1-28878,8/26/2013,8/26/2013,,was on P1236110021,,,,
1649,bounce04-ri2,ri2,bounce,A1-23608,,,,"was on  P1237060388, replaced with A1-23608",,,,
1650,launch38-ri2,ri2,launch,A1-19340,9/16/2011,,,,,,,
1651,launch17-ri2,ri2,launch,A1-15651,,,,,,,,
1652,launch04-ri2,ri2,launch,P1706566,,,,,,,,
1653,launch01-ri2,ri2,launch,P1706561,,,,,,,,
1654,pdu-dc01-207-2/a,ri2,,pcan0000704,,,,,,,,
1655,downtime10-ri2,ri2,downtime,P1704254,,,,,,,,
1656,launch63-ri2,ri2,launch,A1-23032,7/16/2012,7/16/2012,,,Centos,6.2,,
1657,connect01-ri2,ri2,connect,A1-16287,9/6/2011,,,,,,,
1658,bounce01-ri2,ri2,bounce,A1-23602,9/6/2011,,,was on P1236110031,,,,
1659,app01-ri2-tserv,ri2,app,A1-14968,8/5/2011,,,,,,,
1660,eventcapture04-ri2,ri2,eventcapture,A1-15606,,,,,,,,
1661,eventcapture03-ri2,ri2,eventcapture,A1-15607,,,,,,,,
1662,launch28-ri2,ri2,launch,A1-15641,,,,,,,,
1663,launch24-ri2,ri2,launch,A1-15644,,,,,,,,
1664,launch22-ri2,ri2,launch,A1-15648,,,,,,,,
1665,launch20-ri2,ri2,launch,A1-15650,,,,,,,,
1666,launch45-ri2,ri2,launch,A1-19334,9/16/2011,,,,,,,
1667,launch35-ri2,ri2,launch,A1-19338,9/16/2011,,,,,,,
1668,pubweb28-ri2,ri2,pubweb,A1-19354,9/16/2011,,,,,,,
1669,sa10-00-ri2,ri2,database,BDL0927591,,,,,,,,
1670,sa08-00-ri2,ri2,database,BDL092758E,,,,,,,,
1671,win02-tserv,ri2,windows admin,P1703999,,,,was on P1704781,windows server,2008 enterprise,,
1672,sa12-00-ri2,ri2,database,BDL10136A3,,,,,,,,
1673,jms06-ri2,ri2,JMS,BDL10146D1,,,,,,,,
1674,jms04-ri2,ri2,JMS,BDL095066D,,,,,,,,
1675,sa14-00-ri2,ri2,database,BEL08378HF,5/20/2011,,,,,,,
1676,pdu-dc01-214-1/b,ri2,,ACBB0000743,5/17/2011,,,,,,,
1677,pdu-dc01-214-1/a,ri2,,acan0000177,5/17/2011,,,,,,,
1678,pdu-dc01-214-2/b,ri2,,acbb0000419,5/17/2011,,,,,,,
1679,pdu-dc01-214-2/a,ri2,,pcan0000699,5/17/2011,,,,,,,
1680,reportingdb01-ri2,ri2,ReportingDB,A1-15631,,,,,windows server,2008 enterprise,,
1681,etl03-ri2,ri2,ETL,P1705897,,,,,,,,
1682,sa09-00-ri2,ri2,database,BDL10136AD,,,,,,,,
1683,sa07-00-ri2,ri2,database,BDL1013663,,,,,,,,
1684,jms09-ri2,ri2,JMS,BDL1013697,,,,,,,,
1685,sa51-00-ri2,ri2,sa bi,BEL0837882,5/13/2011,,,,,,,
1686,jms05-ri2,ri2,JMS,BDL1013666,,,,,,,,
1687,jms03-ri2,ri2,JMS,BEL08378G9,8/30/2011,,,,,,,
1688,sa13-00-ri2,ri2,database,BEL08378N8,5/20/2011,,,,,,,
1689,pdu-dc01-213-1/b,ri2,,res-100511,5/17/2011,,,,,,,
1690,pdu-dc01-213-1/a,ri2,,res-100510,5/17/2011,,,,,,,
1691,pubweb25-ri2,ri2,pubweb,A1-19348,9/16/2011,,,,,,,
1692,pubweb14-ri2,ri2,pubweb,A1-15611,,,,,,,,
1693,pubweb13-ri2,ri2,pubweb,A1-15622,,,,,,,,
1694,pubweb22-ri2,ri2,pubweb,A1-19347,9/16/2011,,,,,,,
1695,apache01-ri2,ri2,apache,P1705395,9/6/2011,,,,,,,
1696,pdu-dc01-206-1/b,ri2,,acbb0000325,,,,,,,,
1697,pdu-dc01-206-1/a,ri2,,pcan0000571,,,,,,,,
1698,pdu-dc01-206-2/b,ri2,,acbb0000324,,,,,,,,
1699,pdu-dc01-206-2/a,ri2,,pcan0000579,,,,,,,,
1700,downtime05-ri2,ri2,downtime,P1705409,,,,,,,,
1701,eventcapture08-ri2,ri2,eventcapture,A1-15619,,,,,,,,
1702,eventcapture05-ri2,ri2,eventcapture,A1-15615,,,,,,,,
1703,reporting04-ri2,ri2,reporting,P1705389,,,,,,,,
1704,apacheui04-ri2,ri2,apacheui,P1705390,,,,,,,,
1705,launch27-ri2,ri2,launch,A1-15637,,,,,,,,
1706,launch23-ri2,ri2,launch,A1-15645,,,,,,,,
1707,launch21-ri2,ri2,launch,A1-15635,,,,,,,,
1708,launch19-ri2,ri2,launch,A1-15639,,,,,,,,
1709,launch12-ri2,ri2,launch,P1705413,,,,,,,,
1710,launch09-ri2,ri2,launch,A1-20821,,,,was on P1705415,,,,
1711,pubweb20-ri2,ri2,pubweb,A1-14970,,,,,,,,
1712,pubweb12-ri2,ri2,pubweb,P1705396,,,,,,,,
1713,pubweb09-ri2,ri2,pubweb,P1705384,,,,,,,,
1714,apacheui10-ri2,ri2,apacheui,P1705385,,,,,,,,
1715,pubweb15-ri2,ri2,pubweb,A1-15601,,,,,,,,
1716,pubweb04-ri2,ri2,pubweb,P1704537,,,2/23/2012,Was on P1237060393,,,,
1717,pubweb01-ri2,ri2,pubweb,P1236110018,,,,,,,,
1718,ws01-ri2,ri2,ws,P1238100086,,,,,,,,
1719,pubweb26-ri2,ri2,pubweb,A1-19356,9/16/2011,,,,,,,
1720,teamdb02-ri2,ri2,team,P1239010599,,,,,,,,
1721,teamdb01-ri2,ri2,team,P1239010600,,,,,,,,
1722,team02-ri2,ri2,team,P1237110352,,,,,,,,
1723,team01-ri2,ri2,team,P1237110353,,,,,,,,
1724,launch53-ri2,ri2,launch,A1-19325,9/16/2011,9/16/2011,,,,,,
1725,jms10-ri2,ri2,jms,BEL08389X2,11/26/2012,11/26/2012,,,Centos,,,
1726,sa22-00-ri2,ri2,database,BDL112304C,2/28/2012,2/28/2012,,,Solaris,,,
1727,sa23-00-ri2,ri2,database,BDL1117086,2/28/2012,2/28/2012,,,Solaris,,,
1728,sa21-00-ri2,ri2,database,BDL112304A,2/28/2012,2/28/2012,,,Solaris,,,
1729,rac07n01-ri2,ri2,RAC,MXQ3180DW1,6/26/2013,6/26/2013,,,OEL,,,
1730,rac04n01-ri2,ri2,RAC,MXQ3180DW0,6/26/2013,6/26/2013,,,Red Hat,5.6,,
1731,rac07n02-ri2,ri2,RAC,MXQ3180DVZ,6/26/2013,6/26/2013,,,OEL,,,
1732,reportingdb08-ri2,ri2,reportingDB,A1-27843,5/30/2013,5/30/2013,,,Windows Server,2003,,
1733,rac04n02-ri2,ri2,RAC,MXQ3180DW2,6/26/2013,6/26/2013,,,Red Hat,5.6,,
1734,iqe02-ri2,ri2,iqe,A1-23685,12/3/2013,12/3/2013,,,,,,
1735,iqe01-ri2,ri2,iqe,A1-23684,12/3/2013,12/3/2013,,,,,,
1736,rac03n02-ri2,ri2,rac,MXQ2490LS0,4/25/2013,4/25/2013,,,RedHat,5.6,,
1737,connect08-ri2,ri2,connect,A1-28876,12/6/2013,12/6/2013,,,,,,
1738,connect06-ri2,ri2,connect,A1-28872,12/6/2013,12/6/2013,,,,,,
1739,connect05-ri2,ri2,connect,A1-28865,12/6/2013,12/6/2013,,,,,,
1740,admin04-ri2,ri2,admin,A1-28882,1/14/2014,1/14/2014,,,,,,
1741,admin03-ri2,ri2,admin,A1-28610,1/14/2014,1/14/2014,,,,,,
1742,rac03n01-ri2,ri2,rac,MXQ2420FJ1,4/25/2013,4/25/2013,,,Red Hat,5.6,,
1743,eventcapture14-ri2,ri2,eventcapture,A1-24813,8/15/2013,8/15/2013,,,,,,
1744,launch69-ri2,ri2,launch (superbad),A1-23634,9/26/2013,9/26/2013,,,,,,
1745,reportingdb13-ri2,ri2,reportingdb,A1-28915,8/23/2013,8/23/2013,,,,,,
1746,launch57-ri2,ri2,launch,A1-23692,8/15/2013,8/15/2013,,,,,,
1747,launch79-ri2,ri2,launch superbad,A1-29438,10/23/2013,10/23/2013,,,,,,
1748,gateway02-ri2,ri2,gateway,A1-28887,10/21/2013,10/21/2013,,,,,,
1749,eventcapture15-ri2,ri2,eventcapture,A1-28611,8/15/2013,8/15/2013,,,,,,
1750,reportingdb11-ri2,ri2,reportingdb,A1-28914,8/23/2013,8/23/2013,,,,,,
1751,etl01-ri2,ri2,etl,P1704120,8/23/2013,8/23/2013,,,,,,
1752,launch67-ri2,ri2,launch (superbad),A1-23638,9/26/2013,9/26/2013,,,,,,
1753,listener02-ri2,ri2,listener,A1-28867,10/21/2013,10/21/2013,,,,,,
1754,launch55-ri2,ri2,launch,A1-25157,8/15/2013,8/15/2013,,,,,,
1755,launch71-ri2,ri2,launch (superbad),A1-24204,9/26/2013,9/26/2013,,was on A1-24206,,,,
1756,launch78-ri2,ri2,launch superbad,A1-29435,10/23/2013,10/23/2013,,,,,,
1757,launch54-ri2,ri2,launch,A1-23693,8/15/2013,8/15/2013,,,,,,
1758,app04-ri2-tserv,ri2-tserv,app,A1-23601,12/27/2012,12/27/2012,,,,,,
1759,app06-ri2-tserv,ri2-tserv,app,A1-23686,12/27/2012,12/27/2012,,,,,,
1760,app05-ri2-tserv,ri2-tserv,app,A1-23682,12/27/2012,12/27/2012,,,,,,
1761,admin11-ri3,ri3,admin,P1238100546,,,,,,,,
1762,tmws12-ri3,ri3,tmws,P1239010871,,,,,,,,
1763,tmws11-ri3,ri3,tmws,P1239010872,,,,,,,,
1764,cli04-ri3,ri3,client,P0703790,,,,,,,,
1765,response18-ri3,ri3,response,P1703995,,,,,,,,
1766,response16-ri3,ri3,response,P0703805,,,,,,,,
1767,response14-ri3,ri3,response,P0703809,,,,,,,,
1768,response12-ri3,ri3,response,P0703807,,,,,,,,
1769,launch12-ri3,ri3,launch,P0703775,,,,,,,,
1770,cli03-ri3,ri3,client,P0703792,,,,,,,,
1771,response19-ri3,ri3,response,P1703992,,,,,,,,
1772,response17-ri3,ri3,response,P0703814,,,,,,,,
1773,response15-ri3,ri3,response,P0703811,,,,,,,,
1774,response13-ri3,ri3,response,P0703815,,,,,,,,
1775,response11-ri3,ri3,response,P0703820,,,,,,,,
1776,launch11-ri3,ri3,launch,P0703774,,,,,,,,
1777,tyrfing,ri3,rtm,P1238060088,,,,,,,,
1778,launch10-ri3,ri3,launch,P1219050023,,,,,,,,
1779,lava,ri3,launch,P1237030113,,,,,,,,
1780,ripe,ri3,response,P1237110348,,,,response8-ri3,,,,
1781,dash,ri3,downtime,P1238030392,,,,,,,,
1782,response10-ri3,ri3,response,P1237060372,,,,,,,,
1783,legbiter,ri3,launch,P1237060554,,,,,,,,
1784,laevatain,ri3,launch,P1237060377,,,,,,,,
1785,crissaegrim,ri3,campaign,P1237060524,,,,,,,,
1786,caladbolg,ri3,campaign,P1237060520,,,,,,,,
1787,firebrand,ri3,followup,P1237060522,,,,,,,,
1788,shatterspike,ri3,webservice,P1237060533,,,,,,,,
1789,shard,ri3,sf2ri,P1237060532,,,,,,,,
1790,belthronding,ri3,bounce,P1237060530,,,,,,,,
1791,badelaire,ri3,bounce,P1237060531,,,,,,,,
1792,rankbreaker,ri3,response,P1237060547,,,,,,,,
1793,reaverbane,ri3,response,P1237060544,,,,,,,,
1794,ragnarok,ri3,response,P1237060541,,,,,,,,
1795,alucart,ri3,admin,P1237060543,,,,,,,,
1796,powersoul,ri3,patchwork,P1237060536,,,,,,,,
1797,stormbringer,ri3,spam,P1237060549,,,,,,,,
1798,luckblade,ri3,launch6-ri3,P1237060378,,,,,,,,
1799,chaosbringer,ri3,client,P1237060550,,,,,,,,
1800,saddler,ri3,V490.RI1,0722SC0022,,,,,,,,
1801,sasin,ri3,V490.+1 Node.sa,0722SC0026,,,,,,,,
1802,scarp,ri3,V490.Ri2,0721SC0025,,,,,,,,
1803,sego,ri3,V490.RI3,0609AM0591,,,,,,,,
1804,launch09-ri3,ri3,launch,P1219050027,,,,,,,,
1805,luminus,ri3,launch,P1237060551,,,,,,,,
1806,response09-ri3,ri3,response,P1237060370,,,,,,,,
1807,longinus,ri3,launch,P1237060553,,,,,,,,
1808,luin,ri3,launch,P1237060374,,,,,,,,
1809,clarent,ri3,campaign,P1237060519,,,,,,,,
1810,chakram,ri3,campaign,P1236110013,,,,,,,,
1811,forcestealer,ri3,followup,P1237060521,,,,,,,,
1812,souldrinker,ri3,webservice,P1237060534,,,,,,,,
1813,sting,ri3,,P1237060527,,,,,,,,
1814,bekatowa,ri3,bounce,P1237060529,,,,,,,,
1815,balisard,ri3,bounce,P1237060528,,,,,,,,
1816,rabbitslayer,ri3,response,P1237060546,,,,,,,,
1817,runefang,ri3,response,P1237060542,,,,,,,,
1818,ringil,ri3,response,P1237060538,,,,,,,,
1819,anduril,ri3,admin,P1237060548,,,,,,,,
1820,cinquedia,ri3,client,P1237060540,,,,,,,,
1821,peacekeeper,ri3,patchwork,P1237060545,,,,,,,,
1822,shotel,ri3,spam,P1237060539,,,,,,,,
1823,rank,ri3,response,P1237110343,,,,,,,,
1824,legend,ri3,launch,P1237060552,,,,,,,,
1825,defender,ri3,downtime,P1238030383,,,,,,,,
1826,downtime3-ri3,ri3,downtime,A1-17552,11/16/2011,,,,,,,
1827,traitor,ri3,rtm,P1238060087,,,,,,,,
1828,apache23-prod,ri3,www-response,A1-26942,7/1/2013,7/1/2013,,was on P1236110032,,,,
1829,apache21-prod,ri3,www-response,A1-26944,7/1/2013,7/1/2013,,was on P1236110033,,,,
1830,apache19-prod,ri3,www-response,P1704518,,,,,,,,
1831,apache17-prod,ri3,www-response,A1-26933,7/1/2013,7/1/2013,,was on P1239010596,,,,
1832,admin03-ri3,ri3,MySQL.DB,P1239020053,,,,,,,,
1833,apache22-prod,ri3,www-response,A1-26930,7/1/2013,7/1/2013,,was on P1237110349,,,,
1834,apache20-prod,ri3,www-response,A1-26949,7/1/2013,7/1/2013,,"was on 	P1236090196",,,,
1835,apache18-prod,ri3,www-response,A1-26945,7/1/2013,7/1/2013,,was on P1237110350,,,,
1836,apache24-prod,ri3,www-response,A1-26932,7/1/2013,7/1/2013,,was on P1238100116,,,,
1837,admin4-ri3,ri3,admin,A1-17562,12/4/2012,12/4/2012,,,,,,
1838,campaign05-ri3,ri3,campaign,P1238100118,11/20/2012,11/20/2012,,,Centos,4.3,,
1839,campaign06-ri3,ri3,campaign,P1236110031,11/20/2012,11/20/2012,,,,,,
1840,patchwork02-ri3,ri3,Patchwork,A1-21028,2/16/2012,2/16/2012,,,Centos,4.7,,
1841,campaign5-ri4,ri4,campaign,P1705394,7/31/2012,7/31/2012,,,,,,
1842,admin11-ri4,ri4,admin,P1238100560,,,,,,,,
1843,tmws12-ri4,ri4,tmws,P1239010876,,,,,,,,
1844,tmws11-ri4,ri4,tmws,P1239010874,,,,,,,,
1845,apache29-prod,ri4,www-response,P0703782,7/1/2013,7/1/2013,,,,,,
1846,apache32-prod,ri4,www-response,A1-26948,7/1/2013,7/1/2013,,,,,,
1847,apache31-prod,ri4,www-response,P0703781,7/1/2013,7/1/2013,,was on P0703781,,,,
1848,apache39-prod,ri4,www-response,A1-26950,7/1/2013,7/1/2013,,,,,,
1849,apache30-prod,ri4,www-response,A1-26946,7/1/2013,7/1/2013,,,,,,
1850,campaign6-ri4,ri4,campaign,P1237060368,7/3/2012,7/3/2012,,,Centos,,,
1851,sparedb01,ri4,db spare,0844AM0101,10/25/2012,10/25/2012,,,Solaris,,,
1852,ursa06,ri4,db,0843AM0260,10/25/2012,10/25/2012,,,Solaris,,,
1853,tmws8-ri4,ri4,tmws,A1-17551,10/30/2013,10/30/2013,,,,,,
1854,tmws7-ri4,ri4,tmws,A1-17563,10/30/2013,10/30/2013,,,,,,
1855,tmws1-ri4,ri4,RTM,P1704785,1/18/2012,1/18/2012,,,Centos,4.7,,
1856,tmws2-ri4,ri4,RTM,P1704265,1/18/2012,1/18/2012,,,Centos,4.7,,
1857,ursa03-00-ri4,ri4,database,BEF1019024,4/5/2012,4/5/2012,,,Solaris,,,
1858,launch16-ri4,ri4,launch,P1238100119,,,,,,,,
1859,launch12-ri4,ri4,launch,P0703776,,,,,,,,
1860,tmws4-ri4,ri4,RTM,P07????,,,,,,,,
1861,launch14-ri4,ri4,launch,P1238100120,,,,,,,,
1862,apache36-prod,ri4,www-response,P0703806,7/1/2013,7/1/2013,,,,,,
1863,ws03-ri4,ri4,webservice,P0703799,,,,,,,,
1864,response21-ri4,ri4,response,P1704808,,,,,,,,
1865,cli03-ri4,ri4,client,P0703791,,,,,,,,
1866,response19-ri4,ri4,response,P1703989,,,,,,,,
1867,response17-ri4,ri4,response,P0703808,,,,,,,,
1868,response15-ri4,ri4,response,P0703810,,,,,,,,
1869,response13-ri4,ri4,response,P0703812,,,,,,,,
1870,response11-ri4,ri4,response,P0703813,,,,,,,,
1871,launch15-ri4,ri4,launch,P1238100122,,,,,,,,
1872,launch11-ri4,ri4,launch,P0703777,,,,,,,,
1873,tmws3-ri4,ri4,RTM,P1704800,,,,,,,,
1874,launch13-ri4,ri4,launch,P1238100115,,,,,,,,
1875,apache35-prod,ri4,www-response,P0703819,7/1/2013,7/1/2013,,,,,,
1876,response10-ri4,ri4,response,P1219050035,,,,,,,,
1877,response08-ri4,ri4,response,P1219050036,,,,,,,,
1878,launch10-ri4,ri4,launch,P1219050026,,,,,,,,
1879,flamingo,ri4,followup,P1238030397,,,,,,,,
1880,ascender,ri4,admin2.ri4,P1237110357,,,,,,,,
1881,peashooter,ri4,patchwork,A1-15620,,,,,,,,
1882,chesapeake,ri4,client,P1237110361,,,,,,,,
1883,buccaneer,ri4,bounce,P1237110342,,,,,,,,
1884,catalina,ri4,campaign,P1237110325,,,,,,,,
1885,corsair,ri4,campaign,P1237110327,,,,,,,,
1886,lodestar,ri4,launch,P1237110320,,,,,,,,
1887,liberator,ri4,launch,P1237110322,,,,,,,,
1888,lancer,ri4,launch,P1237110323,,,,,,,,
1889,rangoon,ri4,response,P1237110347,,,,,,,,
1890,roc,ri4,response4.ri4,P1237110344,,,,,,,,
1891,skymaster,ri4,sf2ri,P1237110334,,,,,,,,
1892,whirlwind,ri4,webservice,P1237110335,,,,,,,,
1893,spitfire,ri4,spam,P1237110363,,,,,,,,
1894,dominator,ri4,downtime,P1237110330,,,,,,,,
1895,skean,ri4,database,0813AM0233,,,,,,,,
1896,scrag,ri4,database,0813AM0034,,,,,,,,
1897,downtime3-ri4,ri4,downtime,A1-17559,11/16/2011,,,,,,,
1898,shyster,ri4,database,0819AM0011,,,,,,,,
1899,scamp,ri4,database,0818AM0169,,,,,,,,
1900,response09-ri4,ri4,response,P1219050034,,,,,,,,
1901,response07-ri4,ri4,response,P1219050038,,,,,,,,
1902,launch09-ri4,ri4,launch,P1219050021,,,,,,,,
1903,launch07-ri4,ri4,launch,P1219050022,,,,,,,,
1904,fury,ri4,followup,P1237110329,,,,,,,,
1905,airacobra,ri4,admin1.ri4,P1237110356,,,,,,,,
1906,phoenix,ri4,patchwork,P1237110358,,,,,,,,
1907,coronado,ri4,client,P1237110359,,,,,,,,
1908,bearcat,ri4,bounce,P1237110341,,,,,,,,
1909,ursa04-00-ri4,ri4,database,0843AM0252,9/21/2012,9/21/2012,,,Solaris,,,
1910,ursa05-00-ri4,ri4,database,0631AM1078,9/21/2012,9/21/2012,,,Solaris,,,
1911,ws04-ri4,ri4,webservice,P0703800,,,,,,,,
1912,response22-ri4,ri4,response,P1704780,,,,,,,,
1913,cli04-ri4,ri4,client,P0703789,,,,,,,,
1914,response20-ri4,ri4,response,P1704779,,,,,,,,
1915,response18-ri4,ri4,response,P1703988,,,,,,,,
1916,response16-ri4,ri4,response,P0703817,,,,,,,,
1917,response14-ri4,ri4,response,P0703816,,,,,,,,
1918,response12-ri4,ri4,response,P1704000,,,,"Was on P0703818, replaced by P1704000, SF case 186156",,,,
1919,banshee,ri4,bounce,P1237110340,,,,,,,,
1920,camel,ri4,campaign,P1237110326,,,,,,,,
1921,crusader,ri4,campaign,P1237110324,,,,,,,,
1922,lerche,ri4,launch,P1237110321,,,,,,,,
1923,lancaster,ri4,launch,P1237110318,,,,,,,,
1924,ursa02-00-ri4,ri4,database,BCF0741050,,,,,,,,
1925,raiden,ri4,response,P1237060391,,,,,,,,
1926,apache40-prod,ri4,www-response,A1-26940,7/1/2013,7/1/2013,,was on P1238030387,,,,
1927,apache38-prod,ri4,www-response,A1-26947,7/1/2013,7/1/2013,,was on P1238030381,,,,
1928,apache33-prod,ri4,www-response,A1-26938,7/1/2013,7/1/2013,,was on P1238100089,,,,
1929,apache37-prod,ri4,www-response,A1-26943,7/1/2013,7/1/2013,,was on P1238030386,,,,
1930,launch08-ri4,ri4,launch,p1237110354,,,,,,,,
1931,lightning,ri4,launch,P1237110319,,,,,,,,
1932,rotodyne,ri4,response,P1237110346,,,,,,,,
1933,raven,ri4,response,P1237110351,,,,,,,,
1934,reisen,ri4,response,P1237110345,,,,,,,,
1935,wildcat,ri4,webservice,P1237110337,,,,,,,,
1936,scorpion,ri4,spam,P1237110362,,,,,,,,
1937,dauntless,ri4,downtime,P1237110331,,,,,,,,
1938,admin03-ri4,ri4,RTM,P1239020052,,,,,,,,
1939,apache34-prod,ri4,www-response,A1-26931,7/1/2013,7/1/2013,,was on P1238100114,,,,
1940,admin4-ri4,ri4,admin,A1-17558,12/4/2012,12/4/2012,,,,,,
1941,apacheui03-sp1,ri4,downtime,A1-22412,12/6/2012,12/6/2012,,,,,,
1942,downtime4-ri4,ri4,downtime,A1-14969,12/4/2012,12/4/2012,,,,,,
1943,tmws5-ri4,ri4,tmws,P1703998,11/16/2012,11/16/2012,,,,,,
1944,campaign7-ri4,ri4,campaign,P1704782,7/31/2012,7/31/2012,,,,,,
1945,response23-ri4,ri4,response,P1705391,7/31/2012,7/31/2012,,,,,,
1946,tmws6-ri4,ri4,tmws,P1704806,11/16/2012,11/16/2012,,was on P1703994,,,,
1947,icr06-ri5,ri5,icr,A1-26924,4/11/2013,4/11/2013,,,,,,
1948,rac04n02-ri5,ri5,rac,MXQ248033L,4/2/2013,4/2/2013,,,RedHat,5.6,,
1949,rac03n01-ri5,ri5,rac,MXQ2490LS4,3/27/2013,3/27/2013,,,RedHat,5.6,,
1950,rac03n02-ri5,ri5,rac,MXQ2490LS5,3/27/2013,3/27/2013,,,RedHat,5.6,,
1951,rac04n01-ri5,ri5,rac,MXQ248033K,4/2/2013,4/2/2013,,,RedHat,5.6,,
1952,icr04-ri5,ri5,icr,A1-26922,4/11/2013,4/11/2013,,,,,,
1953,icr05-ri5,ri5,icr,A1-26923,4/11/2013,4/11/2013,,,,,,
1954,jms06-ri5,ri5,jms,BEL0916545,9/20/2012,9/20/2012,,,,,,
1955,jms05-ri5,ri5,jms,BDL1123050,9/14/2012,9/14/2012,,,,,,
1956,sa12-00-ri5,ri5,database,BEF101901F,9/14/2012,9/14/2012,,,,,,
1957,sa22-00-ri5,ri5,database,BEL07482DR,9/10/2012,9/10/2012,,,,,,
1958,apacheui08-ri5,ri5,apacheui,A1-23578,8/30/2012,8/30/2012,,,,,,
1959,apacheui07-ri5,ri5,apacheui,A1-23577,8/30/2012,8/30/2012,,,,,,
1960,apacheui06-ri5,ri5,apacheui,A1-23598,8/30/2012,8/30/2012,,,,,,
1961,apacheui05-ri5,ri5,apacheui,A1-23593,8/30/2012,8/30/2012,,,,,,
1962,pubweb29-ri5,ri5,pubweb,A1-23603,8/30/2012,8/30/2012,,,,,,
1963,pubweb28-ri5,ri5,pubweb,A1-23610,8/30/2012,8/30/2012,,,,,,
1964,pubweb27-ri5,ri5,pubweb,A1-23597,8/30/2012,8/30/2012,,,,,,
1965,pubweb26-ri5,ri5,pubweb,A1-23579,8/30/2012,8/30/2012,,,,,,
1966,pubweb25-ri5,ri5,pubweb,A1-23592,8/30/2012,8/30/2012,,,,,,
1967,pubweb24-ri5,ri5,pubweb,A1-23581,8/30/2012,8/30/2012,,,,,,
1968,pubweb23-ri5,ri5,pubweb,A1-23604,8/30/2012,8/30/2012,,,,,,
1969,pubweb22-ri5,ri5,pubweb,A1-23588,8/30/2012,8/30/2012,,,,,,
1970,eventcapture12-ri5,ri5,eventcapture,A1-23600,8/30/2012,8/30/2012,,,,,,
1971,eventcapture11-ri5,ri5,eventcapture,A1-23584,8/30/2012,8/30/2012,,,,,,
1972,eventcapture10-ri5,ri5,eventcapture,A1-23589,8/30/2012,8/30/2012,,,,,,
1973,eventcapture09-ri5,ri5,eventcapture,A1-23595,8/30/2012,8/30/2012,,,,,,
1974,eventcapture08-ri5,ri5,eventcapture,A1-23587,8/30/2012,8/30/2012,,,,,,
1975,eventcapture07-ri5,ri5,eventcapture,A1-23596,8/30/2012,8/30/2012,,,,,,
1976,launch43-ri5,ri5,launch,A1-23617,8/30/2012,8/30/2012,,,,,,
