rows,System: System Name,Environment,Role,Fixed Asset: Fixed Asset  Name,Install Date,Service Start Date,Service End Date,Notes,OS Type,OS Version,Parent System,
1,att-1A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
2,att-1B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
3,att-1B-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
4,att-3B-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
5,att-3A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
6,att-3B-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
7,att-3B-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
8,att-3A-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
9,att-3A-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
10,att-3A-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
11,att-1A-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
12,att-3B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
13,att-3A-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
14,att-1B-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
15,att-1A-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
16,att-3B-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
17,rw-150-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
18,rw-152-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
19,rw-157-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
20,rw-150-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
21,rw-150-M1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
22,rw-152-K2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
23,pdu-dc01-352-1,,,emc-pdu-000032,,,,,,,,
24,pdu-dc01-352-2,,,emc-pdu-000033,,,,,,,,
25,pdu-dc02-d09-1,,,5A1107E01198,7/20/2011,,,,,,,
26,pdu-dc02-d09-2,,,5A1107E01214,7/20/2011,,,,,,,
27,d08-kvm,,KVM,9945EY0CB791700134,,,,,,,,
28,pdu-dc02-d08-1,,,5A1107E01211,7/20/2011,,,,,,,
29,pdu-dc02-d08-2,,,5A1107E01223,7/20/2011,,,,,,,
30,pdu-dc02-d07-1,,,5A1107E01222,7/20/2011,,,,,,,
31,pdu-dc02-d07-2,,,5A1107E01199,7/20/2011,,,,,,,
32,mon-test,,Nagios,A1-14805,,,,,,,,
33,pdu-dc02-d06-1,,,5A1107E01218,7/20/2011,,,,,,,
34,pdu-dc02-d06-2,,,5A1107E01200,7/20/2011,,,,,,,
35,pdu-dc02-a04-6,,,ZA0839013828,,,,,,,,
36,UK firewall,,,88808290590,,,,,,,,
37,pdu-dc02-a03-1,,,ZA0838001376,,,,,,,,
38,pdu-dc02-a03-2,,,ZA0838001449,,,,,,,,
39,pdu-dc02-a02-1,,,ZA0838001430,,,,,,,,
40,pdu-dc02-a02-2,,,ZA0838001413,,,,,,,,
41,pdu-dc02-a06-4,,,ZA0806009961,,,,,,,,
42,pdu-dc02-d11-1,,,5A1107E01220,7/20/2011,,,,,,,
43,pdu-dc02-d11-2,,,5A1107E01209,7/20/2011,,,,,,,
44,pdu-dc02-d10-1,,,5A1107E01183,7/20/2011,,,,,,,
45,pdu-dc02-d10-2,,,5A1107E01213,7/20/2011,,,,,,,
46,pdu-dc02-a06-1,,,5A0828E00159,,,,,,,,
47,pdu-dc02-a06-2,,,5A0828E00081,,,,,,,,
48,pdu-dc02-a05-3,,,ZA0915008225,,,,,,,,
49,pdu-dc02-a05-4,,,ZA0915008262,,,,,,,,
50,a05-kvm,,SPF1,9728BYOCB707500016,,,,,,,,
51,pdu-dc02-a05-1,,,5A0828E00065,,,,,,,,
52,pdu-dc02-a05-2,,,5A0828E00113,,,,,,,,
53,pdu-dc02-a04-1,,,ZA0907000565,,,,,,,,
54,pdu-dc02-a04-2,,,ZA0907000575,,,,,,,,
55,pdu-dc02-a04-3,,,5A0828E00092,,,,,,,,
56,pdu-dc02-a04-4,,,5A0828E00067,,,,,,,,
57,pdu-dc02-a01-1,,,5A0828E00093,,,,,,,,
58,pdu-dc02-a01-2,,,5A0828E00098,,,,,,,,
59,pdu-dc02-a04-5,,,ZA0839013624,,,,,,,,
60,pdu-dc02-c11-1,,,ZA1135004752,12/7/2011,,,,,,,
61,pdu-dc02-c11-2,,,ZA1135004765,12/7/2011,,,,,,,
62,pdu-dc02-c10-1,,,ZA1135004582,12/7/2011,,,,,,,
63,pdu-dc02-c10-2,,,ZA1135004788,12/7/2011,,,,,,,
64,c09-kvm,,,9945EY0CB791700101,,,,,,,,
65,b03-kvm,,kvm,2121GY0CB791700020,10/28/2011,,,,,,,
66,pdu-dc02-b03-1,,,5A1109E03554,10/27/2011,,,,,,,
67,pdu-dc02-b03-2,,,5A1109E03557,10/27/2011,,,,,,,
68,a07-kvm,,,9728BYOCB707500014,,,,,,,,
69,pdu-dc02-a07-1,,,ZA0907000542,,,,,,,,
70,pdu-dc02-a07-2,,,ZA0907000560,,,,,,,,
71,pdu-dc02-a06-3,,,ZA0806008499,,,,,,,,
72,pdu-dc02-a11-1,,,5A1146E04311,,,,,,,,
73,pdu-dc02-a11-2,,,5A1146E04771,,,,,,,,
74,pdu-dc02-a10-2,,,5A1107e01215,4/19/2011,,,,,,,
75,pdu-dc02-a10-1,,,5A1107E01191,4/19/2011,,,,,,,
76,pdu-dc02-b09-1,,,ZA0838001433,4/19/2011,,,,,,,
77,pdu-dc02-b09-2,,,ZA0838001388,4/19/2011,,,,,,,
78,pdu-dc02-a09-1,,,ZA0824003541,,,,,,,,
79,pdu-dc02-a09-2,,,ZA0824003560,,,,,,,,
80,pdu-dc02-a09-3,,,ZA0806008537,,,,,,,,
81,pdu-dc02-a09-4,,,ZA0806008512,,,,,,,,
82,d03-kvm,,,9833BY0CB733800024,,,,,,,,
83,pdu-dc02-a08-3,,,ZA0839013818,,,,,,,,
84,pdu-dc02-a08-4,,,ZA0839013799,,,,,,,,
85,pdu-dc02-a08-5,,,ZA0839013718,,,,,,,,
86,pdu-dc02-a08-1,,,ZA0822012074,,,,,,,,
87,pdu-dc02-a08-2,,,5A0828E00108,,,,,,,,
88,pdu-dc01-331-1/b,,,resp1000113,,,,,,,,
89,pdu-dc01-331-1/a,,,resp1000060,,,,,,,,
90,pdu-dc01-331-2/b,,,resp1000112,,,,,,,,
91,pdu-dc01-331-2/a,,,resp1000059,,,,,,,,
92,pdu-dc01-330-1,,,resp1000104,,,,,,,,
93,pdu-dc01-330-2,,,resp1000051,,,,,,,,
94,pdu-dc01-330-3,,,resp1000102,,,,,,,,
95,pdu-dc01-330-4,,,resp1000049,,,,,,,,
96,pdu-dc01-328-4,,,resp1000040,,,,,,,,
97,pdu-dc01-329-1,,,resp1000101,,,,,,,,
98,pdu-dc01-329-2,,,resp1000048,,,,,,,,
99,pdu-dc01-329-3,,Not Switched,resp1000109,,,,,,,,
100,pdu-dc01-329-4,,,resp1000056,,,,,,,,
101,pdu-dc01-328-1,,,resp1000095,,,,,,,,
102,pdu-dc01-328-2,,,resp1000042,,,,,,,,
103,pdu-dc01-328-3,,,resp1000093,,,,,,,,
104,pdu-dc01-325-1/a,,,resp1000096,,,,,,,,
105,pdu-dc01-327-1/b,,,resp1000091,,,,,,,,
106,pdu-dc01-327-1/a,,,resp1000038,,,,,,,,
107,pdu-dc01-327-3,,,resp1000098,,,,,,,,
108,pdu-dc01-327-4,,,resp1000045,,,,,,,,
109,pdu-dc01-325-2,,,resp1000043,,,,,,,,
110,pdu-dc01-325-3,,,resp1000097,,,,,,,,
111,pdu-dc01-325-4,,,resp1000044,,,,,,,,
112,pdu-dc01-324-1,,,resp1000094,,,,,,,,
113,pdu-dc01-324-2,,,resp1000041,,,,,,,,
114,pdu-dc01-324-3,,,resp1000075,,,,,,,,
115,pdu-dc01-324-4,,,resp1000023,,,,,,,,
116,pdu-dc01-323-1,,,resp1000100,,,,,,,,
117,pdu-dc01-323-2,,,resp1000047,,,,,,,,
118,pdu-dc01-323-3,,,resp1000108,,,,,,,,
119,pdu-dc01-323-4,,,resp1000055,,,,,,,,
120,pdu-dc01-322-1,,,resp1000105,,,,,,,,
121,pdu-dc01-322-2,,,resp1000052,,,,,,,,
122,pdu-dc01-322-3,,,resp1000103,,,,,,,,
123,pdu-dc01-322-4,,,resp1000050,,,,,,,,
124,pdu-dc01-350-1/b,,,ACBF0000130,,,,,,,,
125,pdu-dc01-350-1/a,,,PCAU0000277,,,,,,,,
126,pdu-dc01-332-1/b,,,resp1000111,,,,,,,,
127,pdu-dc01-332-1/a,,,resp1000058,,,,,,,,
128,pdu-dc01-332-2/b,,,resp1000110,,,,,,,,
129,pdu-dc01-332-2/a,,,resp1000057,,,,,,,,
130,pdu-dc01-308-1,,,resp1000068,,,,,,,,
131,pdu-dc01-308-2,,,resp1000017,,,,,,,,
132,pdu-dc01-308-3,,,resp1000064,,,,,,,,
133,pdu-dc01-302-2,,,resp1000073,,,,,,,,
134,pdu-dc01-302-3,,,resp1000080,,,,,,,,
135,pdu-dc01-302-4,,,resp1000028,,,,,,,,
136,pdu-dc01-301-1,,,resp1000062,,,,,,,,
137,pdu-dc01-301-2,,,resp1000011,,,,,,,,
138,pdu-dc01-301-3,,,resp1000082,,,,,,,,
139,pdu-dc01-301-4,,,resp1000030,,,,,,,,
140,pdu-dc01-305-3,,,resp1000077,,,,,,,,
141,PIX525 UKDC,,temp,CNM7DWOBRB,,,,,,,,
142,pdu-dc01-304-1,,,resp1000088,,,,,,,,
143,pdu-dc01-304-2,,,resp1000036,,,,,,,,
144,pdu-dc01-304-3,,,resp1000089,,,,,,,,
145,pdu-dc01-209-1/b,,,ACBB0000749,8/18/2011,,,,,,,
146,pdu-dc01-209-2/b,,,ACBB0000747,8/18/2011,,,,,,,
147,pdu-dc01-209-2/a,,,PCAN0002832,9/29/2011,,,,,,,
148,pdu-dc01-208-1/b,,,ACBB0000738,8/18/2011,,,,,,,
149,pdu-dc01-222-1/b,,,ACML0000193,9/29/2011,,,,,,,
150,pdu-dc01-222-1/a,,,KCMD0000133,9/29/2011,,,,,,,
151,pdu-dc01-208-1/a,,,PCAN0002840,9/29/2011,,,,,,,
152,pdu-dc01-208-2/b,,,ACBB0000746,8/18/2011,,,,,,,
153,pdu-dc01-208-2/a,,,PCAN0002844,9/29/2011,,,,,,,
154,pdu-dc01-104-1/a,,,ABEB0000812,5/5/2011,,,,,,,
155,pdu-dc01-104-1/b,,,ABJL0000165,5/5/2011,,,,,,,
156,pdu-dc01-103-1/a,,,abeb0000814,5/5/2011,,,,,,,
157,pdu-dc01-103-1/b,,,ABJL0000166,5/5/2011,,,,,,,
158,pdu-dc01-102-1/a,,,abeb0000813,9/29/2011,,,,ServTech CDU,6.1f,,
159,pdu-dc01-102-1/b,,,ABJL0000171,5/17/2011,,,,,,,
160,pdu-dc01-216-1/b,,,ACBB0000416,5/17/2011,,,,,,,
161,pdu-dc01-216-1/a,,,PCAN0000691,5/17/2011,,,,,,,
162,pdu-dc01-216-2/b,,,ACBB0000551,5/17/2011,,,,,,,
163,pdu-dc01-216-2/a,,,ACAN0001197,5/17/2011,,,,,,,
164,pdu-dc01-101-1/a,,,ABEB0000815,9/29/2011,,,,ServTech,6.1f,,
165,pdu-dc01-307-1,,,resp1000066,,,,,,,,
166,pdu-dc01-307-2,,,resp1000015,,,,,,,,
167,pdu-dc01-305-1-AT&T,,,resp1000013,,,,Do Not Use - This is for AT&T equipment only.,,,,
168,pdu-dc01-305-2,,,resp1000025,,,,,,,,
169,303-kvm,,console,9448azb02100000154,,,,,,,,
170,pdu-dc01-302-1,,,resp1000009,,,,,,,,
171,215-kvm,,,9719by0CB707500102,,,,,,,,
172,203-kvm,,,9828BY0CB733800089,,,,,,,,
173,pdu-dc01-305-4,,,resp1000177,,,,,,,,
174,319-kvm,,,9448AZb02100000016,,,,,,,,
175,pdu-dc01-318-1,,,resp1000078,,,,,,,,
176,pdu-dc01-318-2,,,resp1000026,,,,,,,,
177,pdu-dc01-318-3,,,resp1000079,,,,,,,,
178,pdu-dc01-318-4,,,resp1000027,,,,,,,,
179,pdu-dc01-321-1,,,resp1000039,,,,,,,,
180,pdu-dc01-321-2,,,resp1000092,,,,,,,,
181,pdu-dc01-321-3,,,resp1000037,,,,,,,,
182,pdu-dc01-321-4,,,resp1000090,,,,,,,,
183,pdu-dc01-320-1,,,resp1000084,,,,,,,,
184,pdu-dc01-320-2,,,resp1000032,,,,,,,,
185,pdu-dc01-320-3,,,resp1000083,,,,,,,,
186,pdu-dc01-320-4,,,resp1000031,,,,,,,,
187,pdu-dc01-314-1,,,resp1000076,,,,,,,,
188,pdu-dc01-314-2,,,resp1000024,,,,,,,,
189,pdu-dc01-314-3,,,resp1000074,,,,,,,,
190,pdu-dc01-314-4,,,resp1000022,,,,,,,,
191,pdu-dc01-313-3,,,resp1000071,,,,,,,,
192,pdu-dc01-313-4,,,resp1000020,,,,,,,,
193,pdu-dc01-312-1,,,resp1000069,,,,,,,,
194,pdu-dc01-312-2,,,resp1000018,,,,,,,,
195,pdu-dc01-312-3,,,resp1000086,,,,,,,,
196,pdu-dc01-312-4,,,resp1000034,,,,,,,,
197,pdu-dc01-311-1,,,resp1000033,,,,,,,,
198,pdu-dc01-311-2,,,resp1000067,,,,,,,,
199,pdu-dc01-311-3,,,resp1000016,,,,,,,,
200,pdu-dc01-311-4,,,resp1000085,,,,,,,,
201,pdu-dc01-310-1,,,resp1000053,,,,,,,,
202,Maxtor USB drive,,,2HAA5572,,,,,,,,
203,sj01-ibm3250-a2,att,security,kqklfgp,,,,,,,,
204,sj01-ibm3250-a1,att,security,kqklfpf,,,,,,,,
205,sj01-ibm3250-b1 - t000v6ussjcsd03,att,security,99gdk40,,,,,,,,
206,rac01n01-bp1,bp1,rac,MXQ24504YS,12/10/2012,12/10/2012,,,,,,
207,team02-bp1,bp1,team,A1-25611,12/10/2012,12/10/2012,,,,,,
208,pubweb03-bp1,bp1,pubweb,A1-25608,12/10/2012,12/10/2012,,,,,,
209,rac02n01-bp1,bp1,rac,MXQ24504YV,12/10/2012,12/10/2012,,,,,,
210,connect01-bp1,bp1,connect,A1-25610,12/10/2012,12/10/2012,,,,,,
211,apacheui02-bp1,bp1,pubweb,A1-25609,12/10/2012,12/10/2012,,,,,,
212,rac03n02-bp1,bp1,rac,MXQ248033J,12/10/2012,12/10/2012,,,,,,
213,rac03n01-bp1,bp1,rac,MXQ248033H,12/10/2012,12/10/2012,,,,,,
214,tools01-bp1,bp1,tools,A1-25607,12/10/2012,12/10/2012,,,,,,
215,admin01-bp1,bp1,admin,A1-25613,12/10/2012,12/10/2012,,,,,,
216,etl07-ri5,bp1,informatica,A1-14876,12/10/2012,12/10/2012,,,,,,
217,etl02-bp1,bp1,etl,A1-23631,12/10/2012,12/10/2012,,,,,,
218,spam02-bp1,bp1,spam,A1-25600,12/10/2012,12/10/2012,,,,,,
219,team01-bp1,bp1,team,A1-25599,12/10/2012,12/10/2012,,,,,,
220,dca01-bp1,bp1,dca,A1-25592,12/10/2012,12/10/2012,,,,,,
221,rac02n02-bp1,bp1,rac,MXQ24504YR,12/10/2012,12/10/2012,,,,,,
222,ws02-bp1,bp1,ws,A1-25614,12/10/2012,12/10/2012,,,,,,
223,connect02-bp1,bp1,connect,A1-25587,12/10/2012,12/10/2012,,,,,,
224,jms01-bp1,bp1,jms x86,A1-25593,12/10/2012,12/10/2012,,,,,,
225,launch02-bp1,bp1,launch,A1-25572,12/10/2012,12/10/2012,,,,,,
226,mysqlcms01-bp1,bp1,iddp cms,A1-24660,12/10/2012,12/10/2012,,,,,,
227,icr01-bp1,bp1,icr,A1-25571,12/10/2012,12/10/2012,,,,,,
228,launch01-bp1,bp1,launch,A1-25569,12/10/2012,12/10/2012,,,,,,
229,mysqlcms02-bp1,bp1,iddp cms,A1-24659,12/10/2012,12/10/2012,,,,,,
230,ui02-bp1,bp1,ui,A1-25603,12/10/2012,12/10/2012,,,,,,
231,rac01n02-bp1,bp1,rac,MXQ24504YT,12/10/2012,12/10/2012,,,,,,
232,reporting02-bp1,bp1,reporting,A1-25596,12/10/2012,12/10/2012,,,,,,
233,pubweb02-bp1,bp1,pubweb,A1-25597,12/10/2012,12/10/2012,,,,,,
234,ui01-bp1,bp1,ui,A1-25586,12/10/2012,12/10/2012,,,,,,
235,eventcapture01-bp1,bp1,eventcapture,A1-25615,12/10/2012,12/10/2012,,,,,,
236,mysqlcache02-bp1,bp1,iddp cache,A1-23624,12/10/2012,12/10/2012,,,,,,
237,launch03-bp1,bp1,launch,A1-25568,12/10/2012,12/10/2012,,,,,,
238,mysqlcache01-bp1,bp1,iddp cache,A1-23630,12/10/2012,12/10/2012,,,,,,
239,eventcapture02-bp1,bp1,eventcapture,A1-25612,12/10/2012,12/10/2012,,,,,,
240,downtime01-bp1,bp1,downtime,A1-25606,12/10/2012,12/10/2012,,,,,,
241,mysqlmeta01-bp1,bp1,iddp meta,A1-23628,12/10/2012,12/10/2012,,,,,,
242,reporting01-bp1,bp1,reporting,A1-25604,12/10/2012,12/10/2012,,,,,,
243,downtime02-bp1,bp1,downtime,A1-25591,12/10/2012,12/10/2012,,,,,,
244,tools02-bp1,bp1,tools,A1-25605,12/10/2012,12/10/2012,,,,,,
245,jms02-bp1,bp1,jms x86,A1-25598,12/10/2012,12/10/2012,,,,,,
246,icr02-bp1,bp1,icr,A1-25570,12/10/2012,12/10/2012,,,,,,
247,pubweb01-bp1,bp1,pubweb,A1-25590,12/10/2012,12/10/2012,,,,,,
248,bounce01-bp1,bp1,bounce,A1-25594,12/10/2012,12/10/2012,,,,,,
249,apacheui01-bp1,bp1,apache ui,A1-25584,12/10/2012,12/10/2012,,,,,,
250,datapub02-bp1,bp1,datapub,A1-25583,12/10/2012,12/10/2012,,,,,,
251,dca02-bp1,bp1,dca,A1-25589,12/10/2012,12/10/2012,,,,,,
252,bounce02-bp1,bp1,bounce,A1-25601,12/10/2012,12/10/2012,,,,,,
253,reportingdb02-bp1,bp1,reportingdb,A1-25580,12/10/2012,12/10/2012,,,,,,
254,datapub01-bp1,bp1,datapub,A1-25585,12/10/2012,12/10/2012,,,,,,
255,ws01-bp1,bp1,ws,A1-25582,12/10/2012,12/10/2012,,,,,,
256,spam01-bp1,bp1,spam,A1-25588,12/10/2012,12/10/2012,,,,,,
257,reportingdb01-bp1,bp1,reportingdb,A1-25581,12/10/2012,12/10/2012,,,,,,
258,gateway01-bp1,bp1,gateway,A1-29965,12/2/2013,12/2/2013,,,,,,
259,listener01-bp1,bp1,listener,A1-29966,12/2/2013,12/2/2013,,,,,,
260,cmpcl10,cmpc,mpc load,A1-22506,6/6/2012,6/6/2012,,,Windows,2003_R2_standard_32bit,,
261,cmpcl11,cmpc,mpc load,USE624N7X2,11/4/2013,11/4/2013,,,,,,
262,CMPCL08,cmpc,mpc load,USE830NCVK,,,,,,,,
263,CoMPC-array1,cmpc,iscsi array,743H9F1,,,,,,,,
264,CoMPC-array3,cmpc,iscsi array,BVZG9F1,,,,,,,,
265,CoMPC-array2,cmpc,iscsi array,9Y3H9F1,,,,,,,,
266,CMPCL01,cmpc,mpc load,MXQ913000M,,,,,,,,
267,CMPCL04,cmpc,mpc load,2UX92600ZT,,,,,,,,
268,CMPCL05,cmpc,mpc load,2UX92600ZC,,,,,,,,
269,CMPCL03,cmpc,mpc load,MXQ908A1GV,,,,,,,,
270,smpcl04,cmpc,mpc load,MXQ918A324,,,,,,,,
271,CMPCRC,cmpc,mpc adic,MXQ908A1GL,,,,,,,,
272,CMPCQ02,cmpc,mpc query,MXQ813A24W,,,,,,,,
273,CMPCQ01,cmpc,mpc query,USE705N6X1,,,,,,,,
274,CMPCMDC,cmpc,mpc controller,USE624N7X3,,,,,,,,
275,cmpcl09,cmpc,mpc load,2UX950036A,,,,,,,,
276,splunk01-corp,corp,splunk,A1-30003,12/11/2013,12/11/2013,,,,,,
277,corpvmhost10-dc1,corpdc1,vmhost,3UI1312EAA,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
278,corpex15-mbn2-dc1,corpdc1,exchange,2M413128N1,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
279,corpex15-mbn2-das-dc1,corpdc1,exchange,TWT31200GS,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
280,corpex15-mbn1-dc1,corpdc1,exchange,2M413128N2,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
281,corpex15-mbn1-das-dc1,corpdc1,exchange,TWT24500GL,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
282,corpvmhost9-dc1,corpdc1,,2M41244682,10/17/2013,10/17/2013,,,,,corp-c7000a-dc1,
283,con-dc01-22226-1,corpdc1,console,270351570,6/7/2012,6/7/2012,,,Avocent,,,
284,pdu-dc01-22226-2/b,corpdc1,,ACBB0000889,3/21/2012,3/21/2012,,,,,,
285,dc1-l2lan02,corpdc1,,FOC1414Z35V,,,,,,,,
286,dc1-l2lan01,corpdc1,,FOC1417Y4MR,,,,,,,,
287,DC1-GW01,corpdc1,Corp to SaaS Gateway,AG0710AA0272,,,,,,,,
288,pdu-dc01-22228-1/b,corpdc1,,ACBB0000884,3/12/2012,3/12/2012,,,,,,
289,pdu-dc01-22226-1/a,corpdc1,,PCAN0003925,3/21/2012,3/21/2012,,,,,,
290,pdu-dc01-22226-2/a,corpdc1,,PCAN0003927,3/21/2012,3/21/2012,,,,,,
291,pdu-dc01-22226-1/b,corpdc1,,ACBB0000897,3/21/2012,3/21/2012,,,,,,
292,dcrsa01-dc1,corpdc1,Corp DC for RSA,2M221601JT,6/28/2012,6/28/2012,,,Windows,2008 R2,,
293,dcrsa02-dc1,corpdc1,Corp DC for RSA,2M2217002E,6/28/2012,6/28/2012,,,Windows,2008 R2,,
294,svn01-corp-dc1,corpdc1,subversion,A1-21781,6/13/2012,6/13/2012,,,,,,
295,corpdc1-ipw-br01,corpdc1,,FTX1617AH0C,5/7/2012,5/7/2012,,,,,,
296,corpdc1-ipw-ds02,corpdc1,,FDO1609P0X6,5/7/2012,5/7/2012,,,,,,
297,corpdc1-ipw-bf02,corpdc1,,0003C104596,5/7/2012,5/7/2012,,,,,,
298,corpdc1-vpn01,corpdc1,,JMX1611X04L,5/7/2012,5/7/2012,,,,,,
299,corpdc1-ipw-bf01,corpdc1,,0003C102326,5/7/2012,5/7/2012,,,,,,
300,us-we-fe-sec01,corpdc1,fireeye,4k0451100e081c2d0e1,6/1/2012,6/1/2012,,,,,,
301,corpdc1-ipw-ds01,corpdc1,,FDO1609P0XP,5/7/2012,5/7/2012,,,,,,
302,corpdc1-ipw-er01,corpdc1,,FTX1615AKQ8,5/7/2012,5/7/2012,,,,,,
303,corpdc1-vpn02,corpdc1,,JMX1610X0EU,5/7/2012,5/7/2012,,,,,,
304,corpdc1-ipw-er02,corpdc1,,FTX1615AKQG,5/7/2012,5/7/2012,,,,,,
305,corpdc1-ipw-br02,corpdc1,,FTX1617A00L,5/7/2012,5/7/2012,,,,,,
306,corp-c7000a-dc1,corpdc1,Chassis,3UI1245FAR,10/17/2013,10/17/2013,,,,,,
307,dc1-corp-lan-01-1,corpdc1,tor switch,FDO1719P2LQ,10/9/2013,10/9/2013,,,,,,
308,dc1-corp-lan-01-2,corpdc1,tor switch,FDO1719R2NQ,10/9/2013,10/9/2013,,,,,,
309,engebuild02-uber-dc1,corpdc1,eng build,P1706237,6/20/2012,6/20/2012,,,,,,
310,dcrsa01-dc2,corpdc1,Corp DC for RSA,2M2217002D,6/13/2012,6/13/2012,,,Windows,2008 R2,,
311,CORPEX14-MBN1,corpIT,,2GGDXD1,,,,,,,,
312,CORPEX14-MBN2,corpIT,,USE624N8NB,,,,,,,,
313,unknown-22225-33,corpIT,,USE705N6XO,,,,,,,,
314,CORPEX14-CH1,corpIT,,MX201500P8,,,,,,,,
315,CORPSSJDC1,corpIT,,MXQ95205R1,,,,,,,,
316,unknown-22225-37,corpIT,,A1-18020,,,,,,,,
317,unknown-22225-38,corpIT,,A1-18021,,,,,,,,
318,vmhost03-dc1,corpIT ctx,vm host,mxq32601fr,10/22/2013,10/22/2013,,,ESX,,ctx-c3000-dc1,
319,vmhost02-dc1,corpIT ctx,vm host,mxq32601fs,10/22/2013,10/22/2013,,,ESX,,ctx-c3000-dc1,
320,vmhost01-dc1,corpIT ctx,vm host,mxq32601ft,10/22/2013,10/22/2013,,,ESX,,ctx-c3000-dc1,
321,dv50-dc1-exp02,dc1,jbod expansion,A1-25150,12/10/2012,12/10/2012,,,,,dv50-dc1,
322,dv50-dc1-exp03,dc1,jbod expansion,A1-25150,12/10/2012,12/10/2012,,,,,dv50-dc1,
323,dv50-dc1-exp01,dc1,JBOD Exp,A1-24130,10/3/2012,10/3/2012,,,,,dv50-dc1,
324,pdu-dc01-310-2/b,dc1,power,KDTH0000194,9/3/2013,9/3/2013,,,,,pdu-dc01-310-2/a,
325,pdu-dc01-313-1/b,dc1,power,KDTH0000193,11/19/2013,11/19/2013,,,,,pdu-dc01-313-1/a,
326,pdu-dc01-313-2/b,dc1,power,KDTH0000220,11/19/2013,11/19/2013,,,,,pdu-dc01-313-2/a,
327,pdu-dc01-212-1/b,dc1,Switched PDU,ACBB0000886,4/23/2012,4/23/2012,,,,,pdu-dc01-212-1/a,
328,pdu-dc01-213-2/b,dc1,Switched PDU,ACBB0000895,4/23/2012,4/23/2012,,,,,pdu-dc01-213-2/a,
329,pdu-dc01-109-2/b,dc1,power,KDTH0000151,4/18/2013,4/18/2013,,,,,,
330,dc1-d3-iso-1-1,dc1,RAC isolation,FDO1609V04W,3/21/2012,3/21/2012,,,,,,
331,pdu-dc01-101-2/b,dc1,,ACBB0000869,2/9/2012,2/9/2012,,,,,,
332,pdu-dc01-108-1/a,dc1,power,ADTG0000027,4/18/2013,4/18/2013,,,,,,
333,pdu-dc01-108-1/b,dc1,power,KDTH0000187,4/18/2013,4/18/2013,,,,,,
334,smtp01-ext-dc1,dc1,smtp,A1-24824,4/1/2013,4/1/2013,,,,,,
335,vmaxuni01-dc1,dc1,storage mgmt,A1-20822,4/10/2013,4/10/2013,,,,,,
336,pdu-dc01-108-2/b,dc1,power,KDTH0000148,4/18/2013,4/18/2013,,,,,,
337,pdu-dc01-101-2/a,dc1,,PCAN0003790,2/9/2012,2/9/2012,,,ServTech CDU,6.1f,,
338,dc1-d3-iso-1-2,dc1,RAC isolation,FDO1609R020,3/21/2012,3/21/2012,,,,,,
339,pdu-dc01-22228-2/b,dc1,,ACBB0000883,3/12/2012,3/12/2012,,,,,,
340,pdu-dc01-22228-2/a,dc1,,PCAN0002939,3/12/2012,3/12/2012,,,,,,
341,pdu-dc01-22228-1/a,dc1,,PCAN0002945,3/12/2012,3/12/2012,,,,,,
342,loghost01-dc1,dc1,Log host,A1-21778,4/9/2012,4/9/2012,,,,,,
343,loghost02-dc1,dc1,Log host,A1-21779,4/9/2012,4/9/2012,,,,,,
344,dc1-d3-prod-11-1,dc1,,FDO1609P0Y6,5/1/2012,5/1/2012,,,,,,
345,pdu-dc01-22229-1/b,dc1,,ACBB0000877,3/12/2012,3/12/2012,,,,,,
346,pdu-dc01-22229-2/b,dc1,power,ACBB0000888,3/12/2012,3/12/2012,,,,,,
347,pdu-dc01-22229-1/a,dc1,power,PCAN0003000,3/12/2012,3/12/2012,,,,,,
348,pdu-dc01-22229-2/a,dc1,,PCAN0002922,3/12/2012,3/12/2012,,,,,,
349,con-dc01-22228-1,dc1,,270120400,3/28/2012,3/28/2012,,,,,,
